,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Souls
4315,20001214X42780,Accident,MKC83LA086,1983-04-05,"HUTCHINSON, KS",United States,Non-Fatal,Substantial,Other,N630KC,Rockwell,500B,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,IMC,1.0
4318,20001214X42829,Accident,SEA83LA077,1983-04-06,"AMERICAN FALLS, ID",United States,Non-Fatal,Substantial,Other,N3172P,Piper,PA-23-150,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
4323,20001214X42615,Accident,CHI83FA160,1983-04-06,"INDIANAPOLIS, IN",United States,Non-Fatal,Substantial,Other,N3794W,Gates Learjet,35A,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,6.0,IMC,6.0
4330,20001214X42573,Accident,ANC83FA068,1983-04-07,"SELAWIK, AK",United States,Fatal(2),Substantial,Other,N37MN,Britten-Norman,BN-2A-8,No,2.0,Reciprocating,Business,2.0,1.0,0.0,0.0,VMC,3.0
4350,20001214X42620,Incident,CHI83IA162,1983-04-10,"MINNEAPOLIS, MN",United States,Incident,Minor,Other,N8085U,McDonnell Douglas,DC-8-71,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,245.0,VMC,245.0
4360,20001214X42760,Accident,MIA83LA114,1983-04-10,GULF OF MEXICO,GULF OF MEXICO,Fatal(1),Destroyed,Other,N87498,Cessna,310R,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
4361,20001214X42764,Accident,MIA83LA120,1983-04-11,"PERRY, FL",United States,Non-Fatal,Destroyed,Other,N852H,Cessna,310Q,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,2.0,0.0,VMC,2.0
4371,20001214X42765,Accident,MIA83LA122,1983-04-12,"FT. PIERCE, FL",United States,Non-Fatal,Substantial,Other,N13GM,Cessna,402B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
4385,20001214X42681,Accident,FTW83LA188,1983-04-13,"LITTLE ROCK, AR",United States,Non-Fatal,Substantial,Other,N4657A,Beechcraft,BE-58,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,IMC,3.0
4386,20001214X42752,Accident,MIA83FA121,1983-04-14,"HOLLYWOOD, FL",United States,Non-Fatal,Destroyed,Other,N444PV,Beechcraft,G18S,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,1.0
4390,20001214X42810,Accident,NYC83LA096,1983-04-14,"WEST MIFFLIN, PA",United States,Non-Fatal,Substantial,Other,N79AC,Mitsubishi,MU-2B-26,No,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,4.0,VMC,4.0
4410,20001214X42766,Accident,MIA83LA124,1983-04-16,"PENSACOLA, FL",United States,Non-Fatal,Substantial,Other,N3711N,Beechcraft,76,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
4411,20001214X42741,Accident,LAX83LA200,1983-04-16,"DAVIS, CA",United States,Non-Fatal,Substantial,Other,N4980V,Beechcraft,E-18S,No,2.0,Reciprocating,Other Work Use,0.0,0.0,0.0,13.0,VMC,13.0
4445,20001214X42631,Accident,CHI83LA173,1983-04-19,"FOND DU LAC, WI",United States,Non-Fatal,Substantial,Other,N99431,Grumman,G-44,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1.0
4449,20001214X42684,Accident,FTW83LA191,1983-04-19,"DALLAS, TX",United States,Non-Fatal,Substantial,Other,N29AA,Beechcraft,65-90,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,10.0,VMC,10.0
4456,20001214X42688,Accident,FTW83LA197,1983-04-20,"GAGE, OK",United States,Non-Fatal,Substantial,Other,N599VK,Beechcraft,95-B55,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,4.0
4462,20001214X42690,Accident,FTW83LA199,1983-04-21,"ODESSA, TX",United States,Non-Fatal,Substantial,Other,N6574Y,Piper,PA-23-250,No,2.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,1.0
4504,20001214X42776,Accident,MKC83FA094,1983-04-26,"WITCHITA, KS",United States,Non-Fatal,Substantial,Other,N22FM,Cessna,CE-500,No,2.0,Turbo Fan,Business,0.0,0.0,2.0,3.0,VMC,5.0
4510,20001214X42840,Accident,SEA83LA092,1983-04-27,"LAKEVIEW, OR",United States,Non-Fatal,Substantial,Other,N7946Y,Piper,PA-30B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
4518,20001214X42614,Accident,ATL83LA190,1983-04-27,"IRVINE, KY",United States,Non-Fatal,Substantial,Other,N666JD,Cessna,414,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,6.0,VMC,6.0
4521,20001214X42754,Accident,MIA83FA133,1983-04-28,"DANIA, FL",United States,Non-Fatal,Destroyed,Other,N213S,Beechcraft,D18S,No,2.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,2.0
4538,20001214X42777,Accident,MKC83FA098,1983-04-30,"STOVER, MO",United States,Fatal(4),Destroyed,Other,N1091X,Piper,PA-34-200T,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,4.0
4578,20001214X42905,Accident,CHI83LA199,1983-05-04,"DETROIT, MI",United States,Non-Fatal,Substantial,Other,N821BE,Beechcraft,B-60,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,2.0
4584,20001214X42951,Accident,DEN83LA109,1983-05-05,"NEPHI, UT",United States,Non-Fatal,Substantial,Other,N322V,Beechcraft,C-50,No,2.0,Reciprocating,Business,0.0,0.0,1.0,1.0,IMC,2.0
4591,20001214X42898,Incident,CHI83IA209,1983-05-06,"YOUNGSTOWN, OH",United States,Incident,Minor,Other,N6178X,Aero Commander,500B,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
4592,20001214X43099,Accident,MKC83LA103,1983-05-06,"CLINTON, MO",United States,Non-Fatal,Substantial,Other,N278MW,Piper,PA-31-350,No,2.0,Reciprocating,Business,0.0,0.0,3.0,0.0,VMC,3.0
4593,20001214X43066,Accident,LAX83LA259,1983-05-06,"BUCKEYE, AZ",United States,Non-Fatal,Substantial,Other,N315CC,Cessna,421B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1.0
4602,20001214X43083,Accident,MIA83LA139,1983-05-06,"GAINESVILLE, FL",United States,Non-Fatal,Substantial,Other,N3237U,Cessna,421C,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,VMC,6.0
4606,20001214X42936,Accident,DCA83AA025,1983-05-07,"GAITHERSBURG, MD",United States,Fatal(3),Destroyed,Other,N1236P,Piper,PA-23,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0
4623,20001214X42989,Accident,FTW83LA229,1983-05-09,"AFTON, OK",United States,Non-Fatal,Substantial,Other,N2053G,Beechcraft,B60,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
4635,20001214X43094,Incident,MKC83IA109,1983-05-12,"ARKANSAS CITY, KS",United States,Incident,Minor,Other,N36962,Cessna,441,No,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,1.0,VMC,1.0
4638,20001214X42856,Accident,ATL83AA184,1983-05-12,"TITUSVILLE, FL",United States,Fatal(3),Destroyed,Other,N6880S,Aero Commander,680,No,2.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,IMC,3.0
4642,20001214X42995,Accident,FTW83LA237,1983-05-12,"GEORGETOWN, TX",United States,Non-Fatal,Substantial,Other,N4274A,Beechcraft,58,No,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,3.0
4643,20001214X43088,Accident,MKC83FA108,1983-05-12,"GARDNER, KS",United States,Non-Fatal,Substantial,Other,N725M,Beechcraft,D55,No,2.0,Reciprocating,Unknown,0.0,1.0,2.0,0.0,IMC,3.0
4656,20001214X42915,Accident,CHI83LA211,1983-05-13,"EAST LIVERPOOL, OH",United States,Non-Fatal,Substantial,Other,N5512Y,Piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
4667,20001214X42992,Accident,FTW83LA234,1983-05-14,"ABILENE, TX",United States,Non-Fatal,Substantial,Other,N63310,Beechcraft,TC-45G,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,IMC,1.0
4688,20001214X43111,Accident,NYC83FA115,1983-05-16,"ROBBINSVILLE, NJ",United States,Non-Fatal,Substantial,Other,N821BE,Beechcraft,BE60,No,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,IMC,3.0
4695,20001214X42863,Accident,ATL83FA189,1983-05-16,"ATLANTA, GA",United States,Non-Fatal,Substantial,Other,N8450Y,Piper,PA-30,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
4735,20001214X43089,Accident,MKC83FA112,1983-05-20,"ST. LOUIS, MO",United States,Non-Fatal,Substantial,Other,N40483,Boeing,727-100,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,52.0,VMC,52.0
4747,20001214X42843,Accident,ANC83FA080,1983-05-21,"KING SALMON, AK",United States,Non-Fatal,Substantial,Other,N1822M,Curtiss-Wright,C-46F,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
4764,20001214X42949,Incident,DEN83IA119,1983-05-23,"COLORADO SPRING, CO",United States,Incident,Minor,Other,N840TW,Boeing,727-31H,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,25.0,VMC,25.0
4770,20001214X43095,Incident,MKC83IA115,1983-05-24,"ST. LOUIS, MO",United States,Incident,Minor,Other,N31013,Lockheed Martin,L-1011-385-1,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,131.0,VMC,131.0
4778,20001214X42884,Accident,ATL83LA196,1983-05-24,"AUGUSTA, GA",United States,Non-Fatal,Substantial,Other,N66AH,Piper,PA-34-200T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,4.0
4792,20001214X42873,Incident,ATL83IA208,1983-05-26,"MUSCLE SHOALS, AL",United States,Incident,Minor,Other,N6935C,Piper,PA-34-200T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
4799,20001214X43096,Incident,MKC83IA116,1983-05-27,"KANSAS CITY, MO",United States,Incident,Minor,Other,N11006,Lockheed Martin,L-1011-385-1,No,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,180.0,VMC,180.0
4800,20001214X42872,Incident,ATL83IA201,1983-05-27,"CHARLOTTE, NC",United States,Incident,Minor,Other,N856N,Boeing,727-200,No,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,150.0,VMC,150.0
4814,20001214X42868,Accident,ATL83FKJ04,1983-05-28,"DECATUR, AL",United States,Non-Fatal,Destroyed,Other,N8KD,Cessna,310,No,2.0,Reciprocating,Personal,0.0,1.0,4.0,0.0,VMC,5.0
4827,20001214X42931,Accident,CHI83LA233,1983-05-28,"WOODRUFF, WI",United States,Non-Fatal,Substantial,Other,N2164X,Piper,PA-34-200T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,5.0
4845,20001214X42978,Incident,FTW83IA258,1983-05-30,"EAGLE NEST, NM",United States,Incident,Minor,Other,N56RT,Beechcraft,200,No,2.0,Turbo Shaft,Ferry,0.0,0.0,0.0,2.0,VMC,2.0
4848,20001214X42974,Accident,FTW83FA252,1983-05-30,"NEW ORLEANS, LA",United States,Fatal(1),Destroyed,Other,N52AC,Piper,PA-60,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
4854,20001214X43060,Accident,LAX83LA250,1983-05-30,"SEDONA, AZ",United States,Non-Fatal,Substantial,Other,N2368S,Cessna,337B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,4.0
4860,20001214X42946,Accident,DEN83FTE10,1983-05-30,"ENGLEWOOD, CO",United States,Non-Fatal,Substantial,Other,N29958,McDonnell Douglas,DC-3C,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IMC,2.0
4864,20001214X43077,Accident,MIA83FA149,1983-05-31,"FT. LAUDERDALE, FL",United States,Fatal(5),Destroyed,Other,N6103Y,Piper,PA-23C-250,No,2.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,VMC,5.0
4872,20001214X43440,Accident,MIA83LA151,1983-06-01,"W. PALM BEACH, FL",United States,Non-Fatal,Destroyed,Other,N831PC,Piper,PT 6A-28,No,2.0,Turbo Prop,Business,0.0,0.0,3.0,0.0,VMC,3.0
4881,20001214X43391,Accident,LAX83LA261,1983-06-01,"NORTH LAS VEGAS, NV",United States,Non-Fatal,Substantial,Other,N6293Q,Cessna,401A,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,VMC,6.0
4882,20001214X43289,Accident,DEN83FA131,1983-06-02,"MONTICELLO, UT",United States,Fatal(2),Destroyed,Other,N271VT,Aero Commander,680FL,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,2.0
4888,20001214X43285,Accident,DCA83AA028,1983-06-02,"COVINGTON, KY",United States,Fatal(23),Substantial,Other,CFTLU,McDonnell Douglas,DC-9-32,No,2.0,Turbo Fan,Unknown,23.0,3.0,13.0,7.0,VMC,46.0
4892,20001214X43464,Accident,MKC83LA121,1983-06-03,"CHESTERFIELD, MO",United States,Non-Fatal,Substantial,Other,N69CZ,Piper,PA-34-200T,No,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,3.0
4893,20001214X43441,Accident,MIA83LA153,1983-06-03,"CLEARWATER, FL",United States,Non-Fatal,Substantial,Other,N275ZA,Beechcraft,58,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,4.0
4894,20001214X43396,Accident,LAX83LA269,1983-06-03,"REDDING, CA",United States,Non-Fatal,Substantial,Other,N1497S,Cessna,T337H,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
4913,20001214X43333,Accident,FTW83LA263,1983-06-04,"TEXARKANA, AR",United States,Non-Fatal,Substantial,Other,N57328,Piper,PA-34-200,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,4.0
4943,20001214X43456,Accident,MKC83FA122,1983-06-06,"MINDEN, NE",United States,Non-Fatal,Substantial,Other,N26972,Cessna,320E,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,1.0
4951,20001214X43443,Accident,MIA83LA155,1983-06-06,"JACKSONVILLE, FL",United States,Non-Fatal,Substantial,Other,N5BA,Beechcraft,G18S,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
4959,20001214X43339,Accident,FTW83LA269,1983-06-07,"SAN ANTONIO, TX",United States,Non-Fatal,Substantial,Other,N1757W,Beechcraft,95-B55,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
4961,20001214X43434,Accident,MIA83FA158,1983-06-08,"FORT LAUDERDALE, FL",United States,Fatal(1),Destroyed,Other,N619MP,Piper,PA-23-250,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
4977,20001214X43286,Accident,DCA83AA029,1983-06-08,"COLD BAY, AK",United States,Non-Fatal,Substantial,Other,N1968R,Lockheed Martin,188C,No,4.0,Turbo Prop,Unknown,0.0,0.0,0.0,15.0,VMC,15.0
4990,20001214X43522,Accident,SEA83FA121,1983-06-09,"SEATTLE, WA",United States,Non-Fatal,Substantial,Other,N1976L,Learjet,35,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
5002,20001214X43375,Accident,LAX83FA277,1983-06-10,"GOLETA, CA",United States,Fatal(2),Substantial,Other,N59636,Bell,212,No,2.0,Turbo Shaft,Unknown,2.0,0.0,2.0,0.0,VMC,4.0
5006,20001214X43376,Accident,LAX83FA279,1983-06-11,"VAN NUYS, CA",United States,Fatal(2),Destroyed,Other,N6610K,Beechcraft,95-B55,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
5013,20001214X43232,Accident,CHI83FA251,1983-06-11,"CHICAGO, IL",United States,Non-Fatal,Substantial,Other,N7273U,Boeing,727-222A,No,3.0,Turbo Fan,Unknown,0.0,2.0,15.0,125.0,VMC,142.0
5039,20001214X43302,Accident,DEN83LA139,1983-06-14,"JAMESTOWN, ND",United States,Non-Fatal,Destroyed,Other,N2054P,Piper,PA-23,No,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,3.0
5061,20001214X43481,Accident,NYC83FA144,1983-06-16,"MOULTONBORO, NH",United States,Fatal(1),Destroyed,Other,N794Y,Beechcraft,76,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
5065,20001214X43238,Incident,CHI83IA263,1983-06-16,"CHARLOTTE, NC",United States,Incident,Minor,Other,N782N,Boeing,737-201,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,102.0,IMC,102.0
5117,20001214X43269,Accident,CHI83LA271,1983-06-19,"YOUNGSTOWN, OH",United States,Non-Fatal,Substantial,Other,N995H,Beechcraft,E18S,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,2.0
5121,20001214X43543,Accident,SEA83LA130,1983-06-20,"DAYTON, OR",United States,Non-Fatal,Substantial,Other,N5479S,Cessna,337B,No,2.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,2.0
5123,20001214X43432,Accident,LAX83LXQ04,1983-06-20,"SUSANVILLE, CA",United States,Non-Fatal,Substantial,Other,N261KB,Cessna,T337G,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,3.0
5124,20001214X43352,Accident,FTW83LA289,1983-06-20,"PINEVILLE, LA",United States,Non-Fatal,Substantial,Other,N7712R,Beechcraft,95-B55,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1.0
5127,20001214X43415,Accident,LAX83LA294,1983-06-20,"MESA, AZ",United States,Non-Fatal,Substantial,Other,N3ZT,Piper,PA-34-200T,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
5129,20001214X43270,Accident,CHI83LA272,1983-06-21,"MILWAUKEE, WI",United States,Non-Fatal,Minor,Other,N980Z,McDonnell Douglas,DC-9-30,No,2.0,Turbo Jet,Unknown,0.0,1.0,0.0,9.0,VMC,10.0
5130,20001214X43188,Accident,ATL83AA235,1983-06-21,"ATMORE, AL",United States,Fatal(8),Destroyed,Other,N2960Q,Cessna,421A,No,2.0,Reciprocating,Business,8.0,0.0,0.0,0.0,VMC,8.0
5153,20001214X43195,Accident,ATL83FA237,1983-06-23,"MILLHAVEN, GA",United States,Fatal(2),Destroyed,Other,N333FB,Lockheed Martin,L-18,No,2.0,Reciprocating,Other Work Use,2.0,0.0,0.0,0.0,VMC,2.0
5155,20001214X43510,Accident,NYC83LA150,1983-06-23,"NANTUCKET, MA",United States,Non-Fatal,Substantial,Other,N2908U,Mbb,BO-105,No,2.0,Turbo Shaft,Other Work Use,0.0,0.0,1.0,1.0,VMC,2.0
5163,20001214X43390,Incident,LAX83IA302,1983-06-24,"LAS VEGAS, NV",United States,Incident,Minor,Other,N942N,McDonnell Douglas,DC9-32,No,2.0,Turbo Jet,Unknown,0.0,0.0,6.0,86.0,VMC,92.0
5165,20001214X43235,Accident,CHI83FA279,1983-06-24,"CELINA, OH",United States,Fatal(1),Destroyed,Other,N727NM,"Smith, Ted Aerostar",601A,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
5178,20001214X43170,Accident,ANC83FA103,1983-06-24,"FORT YUKON, AK",United States,Non-Fatal,Substantial,Other,N95460,McDonnell Douglas,DC-3,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,18.0,VMC,18.0
5180,20001214X43439,Incident,MIA83IA165,1983-06-25,"TAMPA, FL",United States,Incident,Minor,Other,N405EA,McDonnell Douglas,DC-9-51,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,77.0,VMC,77.0
5215,20001214X43367,Accident,FTW83LA307,1983-06-27,"FRANKLINTON, LA",United States,Non-Fatal,Destroyed,Other,N4903P,Piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
5222,20001214X43362,Accident,FTW83LA300,1983-06-27,"FORTH WORTH, TX",United States,Non-Fatal,Substantial,Other,N2222Q,Cessna,421A,No,2.0,Reciprocating,Other Work Use,0.0,0.0,0.0,1.0,VMC,1.0
5231,20001214X43327,Accident,FTW83FA299,1983-06-28,"NORMAN, OK",United States,Fatal(2),Destroyed,Other,N6139X,Aero Commander,680-F,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0
5253,20001214X43282,Accident,CHI83LA285,1983-06-29,"LOCKPORT, IL",United States,Non-Fatal,Substantial,Other,N181AA,Piper,PA-44-180,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
5257,20001214X43381,Accident,LAX83FA310,1983-06-29,"KAHULUI, HI",United States,Non-Fatal,Substantial,Other,N300JT,McDonnell Douglas,DC-4-C55B,No,4.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,3.0
5259,20001214X43197,Accident,ATL83FA247,1983-06-30,"KEYSER, WV",United States,Fatal(1),Destroyed,Other,N215W,Beechcraft,G18S,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,1.0
5273,20001214X43800,Accident,LAX83LA313,1983-07-01,"ELKO, NV",United States,Non-Fatal,Substantial,Other,N601MM,"Smith, Ted Aerostar",AEROSTAR 601B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,5.0
5280,20001214X43796,Incident,LAX83IA316,1983-07-02,"LOS ANGELES, CA",United States,Incident,Minor,Other,N88708,Boeing,727-200,No,3.0,Turbo Fan,Unknown,0.0,0.0,1.0,133.0,VMC,134.0
5286,20001214X43564,Incident,ANC83IA111,1983-07-02,"KING SALMON, AK",United States,Incident,Minor,Other,N284,McDonnell Douglas,DC-7C,No,4.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,3.0
5297,20001214X43600,Accident,ATL83LA251,1983-07-02,"WEST POINT, VA",United States,Non-Fatal,Substantial,Other,N5920M,Cessna,310,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
5309,20001214X43875,Accident,MKC83LA145,1983-07-03,"POINT LOOKOUT, MO",United States,Non-Fatal,Substantial,Other,N5270Y,Piper,PA-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,6.0
5319,20001214X43640,Accident,ATL83LA319,1983-07-03,"CORNELIA, GA",United States,Non-Fatal,Substantial,Other,N8821M,Beechcraft,55,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
5327,20001214X43744,Accident,FTW83LA325,1983-07-04,"OXFORD, AR",United States,Non-Fatal,Substantial,Other,N6302F,Cessna,337A,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
5343,20001214X43735,Accident,FTW83LA308,1983-07-05,"RUIDOSO, NM",United States,Non-Fatal,Substantial,Other,N8075R,Piper,PA-34-200T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,5.0
5360,20001214X43565,Incident,ANC83IA118,1983-07-07,"ANCHORAGE, AK",United States,Incident,Minor,Other,N9701F,Fairchild,C-82A,No,3.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,2.0
5412,20001214X43553,Accident,ANC83FA119,1983-07-10,"BETTLES, AK",United States,Non-Fatal,Substantial,Other,N92853,Curtiss,C-46A,No,2.0,Reciprocating,Business,0.0,2.0,0.0,0.0,VMC,2.0
5416,20001214X43868,Incident,MKC83IA152,1983-07-11,"CEDAR RAPIDS, IA",United States,Incident,Minor,Other,N5600D,Beechcraft,E18S,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
5431,20001214X43797,Incident,LAX83IA331,1983-07-12,"POINT MUGU, CA",United States,Incident,Minor,Other,N827AA,Convair,440,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,8.0,VMC,8.0
5433,20001214X43898,Accident,NYC83FA173,1983-07-12,"FLUSHING, NY",United States,Non-Fatal,Substantial,Other,N9000F,Rockwell,NA-265-65,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,5.0,VMC,5.0
5468,20001214X43700,Accident,DCA83AA032,1983-07-15,"BLOUNTVILLE, TN",United States,Non-Fatal,Destroyed,Other,N68TG,Grumman,G-159,No,2.0,Turbo Prop,Unknown,0.0,0.0,2.0,0.0,VMC,2.0
5474,20001214X43585,Accident,ATL83FA277,1983-07-15,"JACKSONVILLE, AL",United States,Non-Fatal,Substantial,Other,N6256D,Aero Commander,680,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1.0
5476,20001214X43869,Incident,MKC83IA159,1983-07-16,"ST. LOUIS, MO",United States,Incident,Minor,Other,N54352,Boeing,727-231A,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,65.0,VMC,65.0
5495,20001214X43799,Incident,LAX83IA345,1983-07-17,"HUNTINGTON BCH., CA",United States,Incident,Minor,Other,N235UV,Cessna,411,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
5504,20001214X43586,Accident,ATL83FA282,1983-07-17,"ATLANTA, GA",United States,Non-Fatal,Substantial,Other,N8387X,Piper,PA-34-22OT,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,IMC,5.0
5524,20001214X43646,Accident,CHI83FA324,1983-07-19,"YOUNGSTOWN, OH",United States,Non-Fatal,Substantial,Other,N54072,Piper,PA-23-250,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,5.0,VMC,5.0
5525,20001214X43623,Accident,ATL83LA283,1983-07-19,"WHEELING, WV",United States,Non-Fatal,Substantial,Other,N3066L,Cessna,310,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,UNK,5.0
5530,20001214X43642,Accident,CHI83AA326,1983-07-20,"CLEVELAND, OH",United States,Fatal(6),Destroyed,Other,N3711T,Aero Commander,685,No,2.0,Reciprocating,Executive/corporate,6.0,0.0,0.0,0.0,VMC,6.0
5532,20001214X43576,Accident,ATL83AA285,1983-07-20,"LOST CREEK, WV",United States,Fatal(4),Destroyed,Other,N234LC,Piper,PA-31P,No,2.0,Reciprocating,Business,4.0,0.0,0.0,0.0,IMC,4.0
5557,20001214X43596,Incident,ATL83IA295,1983-07-22,"WINSTON SALEM, NC",United States,Incident,Minor,Other,N153GC,Beechcraft,B200,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,6.0,VMC,6.0
5580,20001214X43627,Accident,ATL83LA288,1983-07-24,"FREDRICKSBURG, VA",United States,Non-Fatal,Destroyed,Other,N69979,Cessna,310Q,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
5604,20001214X43588,Accident,ATL83FA293,1983-07-26,"RICHMOND, VA",United States,Non-Fatal,Substantial,Other,N63737,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,1.0
