,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Souls
66345,20090511X84350,Accident,CEN09LA284,2009-05-08,"Alpine, TX",United States,Non-Fatal,Substantial,Airplane,N60HG,Cessna,421B,No,2.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,VMC,1.0
66349,20090509X11335,Accident,WPR09FA235,2009-05-09,"Minden, NV",United States,Fatal,Substantial,Airplane,N1533Z,Beechcraft,95,No,2.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,VMC,5.0
66376,20090513X31333,Incident,CEN09IA294,2009-05-13,"Houston, TX",United States,Non-Fatal,Minor,Airplane,N371SW,Boeing,737,No,2.0,Turbo Fan,Unknown,0.0,2.0,0.0,51.0,VMC,53.0
66434,20090522X35527,Accident,WPR09FA258,2009-05-23,"Fallon, NV",United States,Fatal,Substantial,Airplane,N320KP,Cessna,320D,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,4.0
66448,20090525X10534,Accident,ERA09FA303,2009-05-25,"Daytona Beach, FL",United States,Fatal,Substantial,Airplane,N73U,Aero Commander,500 S,No,2.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,2.0
66450,20090525X51624,Accident,ERA09FA304,2009-05-25,"Yeehaw Junction, FL",United States,Non-Fatal,Substantial,Airplane,N8001V,Beechcraft,C90A,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,4.0,VMC,4.0
66503,20090707X53355,Accident,CEN09CA418,2009-06-05,"Sellersburg, IN",United States,Non-Fatal,Substantial,Airplane,N73HH,Cessna,550,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,3.0,VMC,3.0
66513,20090608X70545,Accident,CEN09CA343,2009-06-06,"Englewood, CO",United States,Non-Fatal,Substantial,Airplane,N37127,Cessna,404,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
66541,20090611X13753,Incident,ERA09IA338,2009-06-11,"Atlanta, GA",United States,Non-Fatal,Minor,Airplane,N857AS,Bombardier,CL-600-2B1,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,22.0,VMC,22.0
66590,20090618X45204,Accident,WPR09CA294,2009-06-17,"Arlington, WA",United States,Non-Fatal,Substantial,Airplane,N707XA,Dornier Gmbh,ALPHA-JET,No,2.0,Turbo Fan,Positioning,0.0,0.0,0.0,1.0,VMC,1.0
66645,20090624X10624,Accident,WPR09FA309,2009-06-25,"Holbrook, AZ",United States,Fatal,Substantial,Airplane,N912T,Beechcraft,B95,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,4.0
66649,20090625X74714,Accident,CEN09LA389,2009-06-25,"St. Louis, MO",United States,Non-Fatal,Substantial,Airplane,N701PT,Piper,PA-31T1,No,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,2.0,VMC,2.0
66694,20090703X31413,Accident,WPR09LA324,2009-07-03,"Tucson, AZ",United States,Non-Fatal,Substantial,Airplane,N7657Y,Piper,PA-30,No,2.0,Reciprocating,Personal,0.0,3.0,1.0,0.0,VMC,4.0
66736,20090715X22949,Accident,ANC09LA064,2009-07-07,"Skwentna, AK",United States,Non-Fatal,Substantial,Airplane,N777YA,McDonnell Douglas,DC-3C,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,3.0
66738,20090709X74830,Accident,ERA09FA389,2009-07-08,"Gulf of Mexico,",United States,Fatal,Destroyed,Airplane,N4467D,Cessna,421C,No,2.0,Reciprocating,Executive/corporate,5.0,0.0,0.0,0.0,IMC,5.0
66754,20090722X62439,Accident,CEN09CA457,2009-07-10,"Fort Worth, TX",United States,Non-Fatal,Substantial,Airplane,N3106L,Cessna,310,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
66762,20090713X21503,Accident,CEN09CA433,2009-07-11,"Angel Fire, NM",United States,Non-Fatal,Substantial,Airplane,N70QT,Aero Commander,680-F,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
66779,20090715X50046,Accident,ANC09CA066,2009-07-13,"Yakutat, AK",United States,Non-Fatal,Substantial,Airplane,N93CA,Beechcraft,G18S,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
66784,20090714X95017,Accident,ERA09CA402,2009-07-14,"Pittsburgh, PA",United States,Non-Fatal,Substantial,Airplane,N21NC,Cessna,T337,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
66845,20090728X63439,Accident,CEN09CA470,2009-07-23,"Bismarck, ND",United States,Non-Fatal,Substantial,Airplane,N405DD,Raytheon,C90A,No,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,3.0,VMC,3.0
66860,20090729X15804,Accident,CEN09CA474,2009-07-24,"Dayton, OH",United States,Non-Fatal,Substantial,Airplane,N87711,Beechcraft,H-18,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,4.0
66876,20090729X33734,Accident,ERA09LA427,2009-07-27,"Mount Holly, NJ",United States,Non-Fatal,Substantial,Airplane,N1494X,Piper,PA-34-200T,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,2.0,VMC,2.0
66900,20090731X35715,Incident,CEN09IA481,2009-07-31,"Sugar Land, TX",United States,Non-Fatal,Minor,Airplane,N679SJ,Raytheon,BE-400A,No,2.0,Turbo Fan,Personal,0.0,0.0,0.0,8.0,VMC,8.0
66906,20090806X65549,Accident,CEN09LA502,2009-07-31,"Frankfort, MI",United States,Non-Fatal,Substantial,Airplane,N337BA,Cessna,337F,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1.0
66919,20090803X21550,Accident,ERA09CA437,2009-08-02,"Lincoln Park, NJ",United States,Non-Fatal,Substantial,Airplane,N551N,Piper,PA-34-200T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
66936,20090805X42956,Accident,DCA09CA069,2009-08-04,"Louisville, KY",United States,Non-Fatal,Minor,Airplane,N8543F,Bombardier,CL-600-2B19,No,2.0,Turbo Fan,Unknown,0.0,1.0,1.0,25.0,IMC,27.0
66996,20090812X34906,Accident,CEN09FA518,2009-08-12,"Eden Prairie, MN",United States,Fatal,Substantial,Airplane,N3038C,Beechcraft,E18S,No,2.0,Reciprocating,Ferry,2.0,0.0,0.0,0.0,VMC,2.0
67002,20090813X83201,Accident,WPR09LA396,2009-08-13,"Minidoka, ID",United States,Non-Fatal,Substantial,Airplane,N99BE,Beechcraft,A60,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,2.0
67026,20090818X64821,Accident,WPR09CA403,2009-08-17,"Wenatchee, WA",United States,Non-Fatal,Substantial,Airplane,N90AT,Rockwell,690,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,4.0,VMC,4.0
67040,20090821X62833,Accident,ERA09LA469,2009-08-21,"Teterboro, NJ",United States,Fatal,Substantial,Airplane,N167TB,Raytheon,58,No,2.0,Reciprocating,Executive/corporate,1.0,0.0,1.0,0.0,VMC,2.0
67095,20090828X50056,Accident,WPR09CA421,2009-08-28,"Hamilton, MT",United States,Non-Fatal,Substantial,Airplane,N950TC,Meyer Robert,AIR CAM,Yes,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
67136,20090911X64138,Incident,CEN09IA578,2009-09-04,"Sugar Land, TX",United States,Non-Fatal,Minor,Airplane,N2349S,Cessna,421,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1.0
67171,20090909X82446,Incident,ENG09IA014,2009-09-08,"Los Angeles, CA",United States,Non-Fatal,Minor,Airplane,N670SW,Boeing,737,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,142.0,VMC,142.0
67205,20090916X72942,Accident,WPR09LA451,2009-09-16,"Hayward, CA",United States,Non-Fatal,Substantial,Airplane,N726CB,Raytheon,B200,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,1.0,VMC,1.0
67211,20090918X15513,Accident,ANC09LA100,2009-09-17,"Anchorage, AK",United States,Non-Fatal,Substantial,Airplane,N86627,Grumman,G-44A,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
67215,20090918X00417,Accident,ANC09LA104,2009-09-18,"Savoonga, AK",United States,Non-Fatal,Substantial,Airplane,N349TA,Casa,212-200,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
67241,20090922X51734,Accident,CEN09CA600,2009-09-22,"Omaha, NE",United States,Non-Fatal,Substantial,Airplane,N1048,Cessna,402B,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
67264,20090928X33626,Accident,ANC09CA109,2009-09-26,"Skwentna, AK",United States,Non-Fatal,Substantial,Airplane,N754BD,Short Bros. & Harland,SC7 SERIES,No,2.0,Turbo Prop,Other Work Use,0.0,0.0,0.0,1.0,VMC,1.0
67270,20090929X61856,Accident,ERA09LA538,2009-09-27,"Vineyard Haven, MA",United States,Non-Fatal,Substantial,Airplane,N190MP,Bombardier,CL-600-2B16,No,2.0,Turbo Fan,Personal,0.0,0.0,0.0,4.0,IMC,4.0
67285,20091007X12204,Accident,ERA10LA009,2009-10-01,"Brooksville, FL",United States,Non-Fatal,Substantial,Airplane,N81FW,Butler Aircraft Company,AEROSTAR,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
67292,20091002X22413,Accident,WPR10LA002,2009-10-03,"San Simeon, CA",United States,Non-Fatal,Substantial,Airplane,N31KT,Cessna,421B,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,VMC,6.0
67298,20091005X64219,Accident,CEN10TA006,2009-10-03,"Jones Creek, TX",United States,Non-Fatal,Substantial,Airplane,N797SB,Beechcraft,E18S,No,2.0,Reciprocating,Public Aircraft - Local,0.0,0.0,0.0,1.0,VMC,1.0
67308,20091005X52022,Accident,CEN10LA004,2009-10-05,"Eden Prairie, MN",United States,Non-Fatal,Substantial,Airplane,N124N,Temco,D-16A,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1.0
67313,20091006X65657,Accident,CEN10FA007,2009-10-06,"Aurora, TX",United States,Non-Fatal,Substantial,Airplane,N2TX,Beechcraft,100,No,2.0,Turbo Prop,Personal,0.0,0.0,4.0,0.0,VMC,4.0
67332,20091013X44018,Accident,ANC10CA002,2009-10-10,"Nondalton, AK",United States,Non-Fatal,Substantial,Airplane,N27231,Piper,PA-31-350,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,1.0
67373,20091021X75308,Accident,ERA10FA024,2009-10-21,"Summerville, SC",United States,Fatal,Substantial,Airplane,N62635,Piper,PA-23-250,No,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,4.0
67378,20091029X63056,Accident,WPR10LA034,2009-10-21,"Cedar City, UT",United States,Non-Fatal,Substantial,Airplane,N690TR,Aero Commander,690,No,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,1.0,VMC,1.0
67400,20091026X72148,Accident,CEN10FA028,2009-10-26,"Benavides, TX",United States,Fatal,Destroyed,Airplane,N729MS,Beechcraft,B100,No,2.0,Turbo Prop,Personal,4.0,0.0,0.0,0.0,IMC,4.0
67414,20091030X45242,Accident,ERA10FA040,2009-10-30,"Lawrenceville, GA",United States,Fatal,Substantial,Airplane,N308J,Cessna,310J,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1.0
67415,20091030X65323,Accident,ERA10LA042,2009-10-30,"Miami, FL",United States,Non-Fatal,Substantial,Airplane,N13KL,Beriev Aircraft Company,BE-103,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
67431,20091102X82140,Accident,WPR10LA044,2009-11-02,"Phoenix, AZ",United States,Non-Fatal,Substantial,Airplane,N909DA,McDonnell Douglas,MD-90-30,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,70.0,VMC,70.0
67437,20091104X23538,Incident,WPR10IA045,2009-11-04,"Show Low, AZ",United States,Non-Fatal,Minor,Airplane,N330AV,Beechcraft,C-99,No,2.0,Turbo Prop,Unknown,0.0,1.0,0.0,0.0,VMC,1.0
67438,20091105X34040,Accident,CEN10LA039,2009-11-04,"Brenham, TX",United States,Non-Fatal,Substantial,Airplane,N725GS,Beechcraft,95-B55,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1.0
67443,20091105X70627,Accident,ERA10LA050,2009-11-05,"Ft Pierce, FL",United States,Non-Fatal,Substantial,Airplane,N120FB,Grumman,G-111,No,2.0,Reciprocating,Ferry,0.0,1.0,0.0,2.0,VMC,3.0
67456,20091113X01936,Accident,CEN10LA049,2009-11-07,"Mount Victory, OH",United States,Fatal,Substantial,Airplane,N32786,Lockwood Aircraft Corp,AIR-CAM,Yes,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
67465,20091109X60452,Accident,ERA10LA056,2009-11-09,"Greer, SC",United States,Non-Fatal,Substantial,Airplane,N337MT,Hawker Beechcraft Corporation,B200,No,2.0,Turbo Prop,Personal,0.0,0.0,3.0,0.0,VMC,3.0
67486,20091117X55556,Incident,CEN10IA053,2009-11-15,"Kansas City, MO",United States,Non-Fatal,Minor,Airplane,N924FR,Airbus,A319-111,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,130.0,VMC,130.0
67491,20091117X33933,Accident,CEN10LA052,2009-11-17,"Saginaw, TX",United States,Non-Fatal,Substantial,Airplane,N8297P,Piper,PA-34-200T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
67515,20091201X72559,Accident,ERA10FA088,2009-11-23,"Raneille, WV",United States,Fatal,Substantial,Airplane,N8923Y,Piper,PA-30,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
67540,20091204X30446,Accident,CEN10FA063,2009-12-04,"Harrison, MI",United States,Fatal,Destroyed,Airplane,N85EM,Piper,PA-31T2,No,2.0,Turbo Prop,Executive/corporate,1.0,0.0,0.0,0.0,VMC,1.0
67559,20091211X04629,Incident,ERA10IA095,2009-12-10,"Lexington, KY",United States,Non-Fatal,Minor,Airplane,N391MC,Beechcraft,58,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
67561,20091212X12336,Accident,CEN10FA070,2009-12-11,"Port Mansfield, TX",United States,Fatal,Destroyed,Airplane,N7781Y,Piper,PA-30,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
67564,20091215X64622,Accident,CEN10LA076,2009-12-11,"St. Louis, MO",United States,Non-Fatal,Substantial,Airplane,N411BL,Beechcraft,200,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,7.0,VMC,7.0
67566,20091222X20412,Accident,WPR10LA090,2009-12-12,"Pasco, WA",United States,Non-Fatal,Substantial,Airplane,N2640C,Cessna,310,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,4.0
67567,20091213X85112,Accident,CEN10FA071,2009-12-13,"Alva, OK",United States,Fatal,Substantial,Airplane,N310CR,Cessna,310R,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1.0
67583,20091223X50505,Accident,DCA10CA018,2009-12-18,"Dallas, TX",United States,Non-Fatal,Substantial,Airplane,N515AE,Bombardier,CL600 2C10,No,2.0,Turbo Fan,Unknown,0.0,1.0,0.0,3.0,VMC,4.0
67589,20091229X00323,Accident,WPR10LA092,2009-12-23,"Moab, UT",United States,Non-Fatal,Substantial,Airplane,N520NE,Cessna,402C,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,IMC,1.0
67601,20091228X15816,Incident,CEN10IA084,2009-12-26,"Dallas, TX",United States,Non-Fatal,Minor,Airplane,N494AE,Atr,ATR72,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,45.0,VMC,45.0
67612,20100103X60452,Accident,ERA10LA103,2010-01-02,"Somerset, KY",United States,Non-Fatal,Substantial,Airplane,N227ML,Fairchild,SA227,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,3.0,VMC,3.0
67622,20100105X11839,Accident,CEN10MA088,2010-01-05,"Prospect Heights, IL",United States,Fatal,Substantial,Airplane,N720RA,Gates Learjet,35A,No,2.0,Turbo Fan,Positioning,2.0,0.0,0.0,0.0,VMC,2.0
67629,20100106X55618,Accident,CEN10LA090,2010-01-06,"Kearney, NE",United States,Non-Fatal,Substantial,Airplane,N206AV,Beechcraft,C-99,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,IMC,1.0
67643,20100112X10853,Incident,DCA10IA021,2010-01-10,"Newark, NJ",United States,Non-Fatal,Minor,Airplane,N816UA,Airbus,A319-131,No,2.0,Turbo Jet,Unknown,0.0,3.0,0.0,50.0,VMC,53.0
67665,20100118X55330,Accident,CEN10FA097,2010-01-18,"Elyria, OH",United States,Fatal,Destroyed,Airplane,N80HH,Mitsubishi,MU-2B-60,No,2.0,Turbo Prop,Personal,4.0,0.0,0.0,0.0,IMC,4.0
67666,20100118X64048,Accident,ERA10FA115,2010-01-18,"Madison, AL",United States,Fatal,Substantial,Airplane,N810JA,Beechcraft,B-60,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0
67669,20100121X91400,Accident,WPR10FA116,2010-01-18,"Lytle Creek, CA",United States,Fatal,Substantial,Airplane,N2217B,Cessna,340,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0
67672,20100121X11234,Accident,CEN10LA105,2010-01-19,"Sioux City, IA",United States,Non-Fatal,Substantial,Airplane,N586BC,Beechcraft,B200,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,4.0,IMC,4.0
67673,20100121X82958,Incident,DCA10IA022,2010-01-19,"Charleston, WV",United States,Non-Fatal,Minor,Airplane,N246PS,Bombardier,CL600,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,34.0,VMC,34.0
67682,20100125X41838,Accident,ANC10FA014,2010-01-22,"Sand Point, AK",United States,Fatal,Substantial,Airplane,N112AX,Beechcraft,1900C,No,2.0,Turbo Prop,Unknown,2.0,0.0,0.0,0.0,VMC,2.0
67686,20100124X04040,Accident,CEN10FA108,2010-01-24,"Sugar Grove, IL",United States,Fatal,Destroyed,Airplane,N222AQ,Smith,AEROSTAR 601P,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,2.0
67705,20100202X05446,Accident,ERA10LA128,2010-02-01,"Watertown, NY",United States,Non-Fatal,Substantial,Airplane,N121PB,Cessna,402C,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,VMC,7.0
67713,20100209X10033,Accident,CEN10CA116,2010-02-04,"Columbia, MO",United States,Non-Fatal,Substantial,Airplane,N723JP,Piper,PA-31T,No,2.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,VMC,2.0
67714,20100212X25909,Accident,CEN10LA117,2010-02-04,"Amarillo, TX",United States,Non-Fatal,Substantial,Airplane,N644EM,Mitsubishi,MU-2B-60,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,4.0,IMC,4.0
67727,20100209X93830,Accident,ERA10FA138,2010-02-08,"Lawrenceville, GA",United States,Fatal,Substantial,Airplane,N130SP,Beechcraft,65,No,2.0,Reciprocating,Personal,1.0,3.0,0.0,0.0,VMC,4.0
67729,20100224X21409,Accident,WPR10LA147,2010-02-09,"Portland, OR",United States,Non-Fatal,Substantial,Airplane,N3700N,Beechcraft,58,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
67731,20100210X10612,Accident,WPR10CA132,2010-02-10,"Everett, WA",United States,Non-Fatal,Substantial,Airplane,N125AC,Leza Lockwood,AIR CAM,Yes,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
67738,20100212X05854,Accident,CEN10FA119,2010-02-12,"Forest City, IA",United States,Fatal,Substantial,Airplane,N250TT,Piper,PA-31T,No,2.0,Turbo Prop,Business,1.0,0.0,0.0,0.0,VMC,1.0
67740,20100414X22829,Accident,CEN10LA204,2010-02-13,"Eagle, CO",United States,Non-Fatal,Substantial,Airplane,N606CS,Cessna,680,No,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,2.0,VMC,2.0
67749,20100215X82210,Accident,ERA10FA140,2010-02-15,"Farmingdale, NJ",United States,Fatal,Substantial,Airplane,N12NA,Cessna,T337G,No,2.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,VMC,5.0
67750,20100216X34257,Incident,WPR10IA135,2010-02-16,"Los Angeles, CA",United States,Non-Fatal,Minor,Airplane,N226SW,Embraer,EMB-120ER,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,31.0,VMC,31.0
67751,20100217X01727,Accident,CEN10FA122,2010-02-17,"Amarillo, TX",United States,Fatal,Substantial,Airplane,N8501Y,Piper,PA-30,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,2.0
67752,20100217X24906,Accident,WPR10FA136,2010-02-17,"Palo Alto, CA",United States,Fatal,Substantial,Airplane,N5225J,Cessna,310R,No,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,3.0
67753,20100217X81849,Accident,WPR10LA137,2010-02-17,"Imperial, CA",United States,Non-Fatal,Substantial,Airplane,N6222N,Fouga,CM 170 MAGISTER,No,2.0,Turbo Jet,Personal,0.0,0.0,0.0,1.0,VMC,1.0
67763,20100222X84927,Accident,DCA10CA032,2010-02-19,"Anchorage, AK",United States,Non-Fatal,Minor,Airplane,N173UA,Boeing,747,No,4.0,Turbo Fan,Unknown,0.0,25.0,1.0,236.0,Unk,262.0
67781,20100224X50823,Accident,CEN10LA127,2010-02-24,"Minneapolis, MN",United States,Non-Fatal,Minor,Airplane,N132BA,Hawker Beechcraft Corp.,65-B80,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
67783,20100309X14157,Accident,CEN10LA142,2010-02-24,"Wheeling, IL",United States,Non-Fatal,Substantial,Airplane,N515FX,Bombardier,BD-100-1A10,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,2.0,VMC,2.0
67793,20100415X45958,Accident,ERA10CA231,2010-02-27,"Grove City, PA",United States,Non-Fatal,Substantial,Airplane,N1952E,Cessna,340A,No,2.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,3.0
67801,20100302X85127,Accident,ERA10CA156,2010-03-01,"Greensboro, NC",United States,Non-Fatal,Substantial,Airplane,N29JS,Piaggio,P180,No,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,1.0,VMC,1.0
67808,20100304X35234,Accident,ERA10FA161,2010-03-04,"Louisa, VA",United States,Fatal,Substantial,Airplane,N9305T,Cessna,T303,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
67841,20100310X51115,Incident,ERA10IA170,2010-03-10,"Farmingdale, NY",United States,Non-Fatal,Minor,Airplane,N155MM,Gulfstream,G-1159A,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,5.0,VMC,5.0
67843,20100311X50619,Accident,CEN10WA150,2010-03-10,"Tegucigalpa, Honduras",Honduras,Fatal,Destroyed,Airplane,TG-JYM,Cessna,421,No,2.0,Reciprocating,Business,3.0,0.0,0.0,0.0,VMC,3.0
67853,20100315X12046,Incident,CEN10IA157,2010-03-13,"Chicago, IL",United States,Non-Fatal,Minor,Airplane,N16561,Embraer,EMB-145LR,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,45.0,VMC,45.0
67863,20100316X13617,Accident,ANC10LA025,2010-03-15,"Kodiak, AK",United States,Non-Fatal,Substantial,Airplane,N663SA,Britten-Norman,BN-2A-21,No,2.0,Reciprocating,Unknown,0.0,1.0,2.0,0.0,VMC,3.0
67865,20100316X73912,Accident,ERA10LA177,2010-03-15,"Shelby, NC",United States,Non-Fatal,Substantial,Airplane,N74E,Cessna,T337G,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
67876,20100322X02926,Accident,ERA10CA183,2010-03-17,"Baltimore, MD",United States,Non-Fatal,Substantial,Airplane,N7925Y,Piper,PA-30,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
67877,20100318X30018,Accident,ERA10FA178,2010-03-18,"Lagrange, NY",United States,Fatal,Substantial,Airplane,N9389Y,Beechcraft,95,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1.0
67880,20100319X10454,Accident,CEN10LA166,2010-03-18,"Artesia, NM",United States,Non-Fatal,Substantial,Airplane,N3382Q,Cessna,421B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,2.0
67896,20100329X64150,Accident,ERA10LA193,2010-03-21,"Lumberton, NJ",United States,Non-Fatal,Substantial,Airplane,N1572L,Beechcraft,B95,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
67904,20100406X64826,Accident,WPR10LA191,2010-03-22,"Santa Barbara, CA",United States,Non-Fatal,Substantial,Airplane,N580TC,Beechcraft,58,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,4.0
67908,20100323X54139,Accident,WPR10LA174,2010-03-23,"Hollister, CA",United States,Non-Fatal,Substantial,Airplane,VHEXA,Piper,PA30,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,1.0
67924,20100515X24431,Accident,WPR10LA240,2010-03-26,"Sedona, AZ",United States,Non-Fatal,Substantial,Airplane,N110RV,Piper,PA-34-220T,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,2.0
67927,20100329X70850,Accident,ERA10CA191,2010-03-27,"Naples, FL",United States,Non-Fatal,Substantial,Airplane,N858PR,Beechcraft,58,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1.0
67941,20100402X93808,Accident,ERA10CA201,2010-03-31,"Sevierville, TN",United States,Non-Fatal,Substantial,Airplane,N43BS,Beechcraft,95-B55 (T42A),No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,3.0
67946,20100405X30911,Accident,CEN10LA188,2010-04-01,"Eden Prairie, MN",United States,Non-Fatal,Substantial,Airplane,N20FP,Beechcraft,95,No,2.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,2.0
67956,20100404X92336,Accident,ERA10LA204,2010-04-03,"Princeton, KY",United States,Non-Fatal,Substantial,Airplane,N29WD,Mitsubishi,MU-2B-26A,No,2.0,Turbo Prop,Business,0.0,1.0,0.0,0.0,VMC,1.0
67966,20100405X33651,Accident,WPR10LA189,2010-04-04,"Honolulu, HI",United States,Non-Fatal,Substantial,Airplane,N61384,Piper,PA-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1.0
67982,20100407X75714,Accident,ERA10TA215,2010-04-07,"Ponce, PR",United States,Non-Fatal,Substantial,Airplane,N6035,Cessna,404,No,2.0,Reciprocating,Public Aircraft,0.0,0.0,0.0,3.0,VMC,3.0
67983,20100407X94230,Accident,CEN10TA194,2010-04-07,"Center, ND",United States,Non-Fatal,Substantial,Airplane,N70283,Beechcraft,95-B55,No,2.0,Reciprocating,Public Aircraft - State,0.0,0.0,1.0,1.0,VMC,2.0
67994,20100409X62019,Accident,WPR10LA198,2010-04-09,"Seattle, WA",United States,Non-Fatal,Substantial,Airplane,N706TJ,Grumman,G-1159,No,2.0,Turbo Fan,Personal,0.0,0.0,0.0,6.0,IMC,6.0
